Sale_ID,Customer_ID,Car_ID,Sale_Date,Quantity,Sale_Price,Payment_Method,Salesperson
S00927,CU1823,C0231,2024-04-18,2,74453.49,Credit,Timothy Bryan
S00928,CU1933,C0452,2025-10-19,2,83946.0,Credit,Eric Martinez
S00929,CU0021,C0410,2024-07-08,2,42003.47,Cash,Crystal Yoder
S00930,CU0170,C0293,2024-06-13,1,40908.79,Cash,Paul Meza
S00931,CU1136,C0215,2024-04-13,3,25930.59,Cash,Randall Newman
S00932,CU0552,C0267,2025-06-06,1,75599.16,Cash,Craig Brown
S00933,CU0316,C0259,2023-07-16,2,80346.03,Cash,Albert Stone
S00934,CU1700,C0332,2023-01-18,3,36208.11,Cash,Eduardo Lester
S00935,CU0052,C0053,2023-12-02,2,94072.38,Installment,Jacob Jones
S00936,CU0436,C0249,2025-01-23,3,35978.95,Cash,Carol Avila
S00937,CU1551,C0073,2023-10-28,3,75831.27,Credit,Jeffrey Lewis
S00938,CU0419,C0162,2024-12-27,2,55745.51,Installment,Zachary Hernandez
S00939,CU0039,C0071,2023-10-30,1,31832.24,Installment,Stacey Moore
S00940,CU1115,C0250,2023-01-20,1,27973.23,Cash,Jennifer Patterson
S00941,CU0720,C0384,2022-12-09,3,47147.96,Credit,Evelyn Faulkner
S00942,CU1178,C0024,2025-02-24,2,92803.74,Installment,Cheryl Dougherty
S00943,CU1678,C0165,2024-01-29,3,99995.22,Credit,Monica Potter
S00944,CU1558,C0434,2025-07-25,2,25163.32,Cash,Steven Pearson
S00945,CU0931,C0424,2025-09-06,1,44065.97,Credit,Joseph Hunter
S00946,CU1676,C0187,2025-04-15,2,45007.0,Cash,Stephen Smith
S00947,CU1082,C0260,2022-11-13,2,47380.42,Installment,Christopher Rogers
S00948,CU0109,C0167,2025-10-12,1,28285.8,Credit,Megan Scott
S00949,CU1427,C0499,2023-01-17,3,39340.21,Installment,Felicia Smith
S00950,CU0143,C0082,2023-06-03,1,78639.63,Installment,Carly Wilkerson
S00951,CU0170,C0469,2024-04-12,1,97111.44,Installment,Robert Mcneil
S00952,CU0949,C0270,2025-05-09,3,26432.28,Credit,Hannah Hunt
S00953,CU0275,C0180,2024-08-17,1,82850.97,Cash,Daniel Goodman
S00954,CU0850,C0158,2024-04-21,1,56685.95,Installment,Lisa Love
S00955,CU1033,C0406,2023-01-09,2,61841.99,Installment,Kimberly Hudson
S00956,CU1307,C0295,2025-09-16,3,49115.64,Cash,Mr. Chad Morales
S00957,CU1107,C0211,2024-05-31,3,17378.02,Credit,William Smith
S00958,CU1715,C0339,2025-03-23,1,87927.62,Installment,Stephen Terry
S00959,CU0827,C0189,2025-01-26,2,52339.68,Installment,William Green
S00960,CU1850,C0103,2023-02-14,2,99372.81,Installment,Paul Sanders
S00961,CU1490,C0465,2023-12-29,1,19348.13,Credit,Terry Ramirez
S00962,CU1850,C0099,2023-11-28,1,60794.33,Installment,Mr. Benjamin Martin
S00963,CU0736,C0465,2023-03-07,1,85936.05,Cash,Corey Middleton
S00964,CU0180,C0293,2023-03-24,2,57098.02,Cash,Michael Farmer
S00965,CU1555,C0309,2023-10-05,2,16029.13,Cash,Alex Downs
S00966,CU1527,C0078,2024-03-25,1,51553.09,Cash,Jack Lee
S00967,CU1000,C0388,2022-11-09,1,73717.37,Credit,Laura Patton
S00968,CU0728,C0376,2024-07-31,1,23816.73,Cash,Lance Sheppard
S00969,CU0666,C0374,2023-07-10,1,29366.01,Credit,Holly Garcia
S00970,CU0879,C0083,2023-04-01,1,18612.33,Cash,Jason Rodriguez
S00971,CU0507,C0216,2025-10-01,1,73095.03,Installment,Mark Ponce
S00972,CU0456,C0323,2025-04-13,2,62602.91,Cash,Nathan Rich
S00973,CU0921,C0092,2023-11-19,3,27999.9,Cash,Amy Gonzales
S00974,CU0189,C0164,2023-03-24,2,24413.79,Installment,Janice Curtis
S00975,CU1309,C0374,2023-11-25,2,99213.04,Cash,Heather Morris
S00976,CU1226,C0452,2022-12-17,3,88486.49,Credit,Valerie Brown
S00977,CU1461,C0205,2023-05-01,1,26027.96,Cash,Heather Foster
S00978,CU0485,C0229,2023-08-26,3,68293.06,Cash,Tracy Cortez
S00979,CU0064,C0458,2024-07-11,2,40821.19,Installment,Elizabeth Swanson
S00980,CU0242,C0318,2023-03-29,1,44589.02,Cash,Dave Casey
S00981,CU1995,C0461,2025-08-07,3,22441.3,Installment,Christine Allen
S00982,CU1783,C0348,2023-07-19,1,71074.61,Credit,Megan Mendoza
S00983,CU0103,C0383,2024-07-05,1,17040.95,Installment,Douglas Kirk
S00984,CU1843,C0193,2023-03-17,2,66012.52,Credit,Christopher Huff
S00985,CU0745,C0048,2022-11-11,1,68313.53,Cash,Kendra Thompson
S00986,CU1834,C0414,2022-12-29,2,66558.05,Credit,Dana Singh
S00987,CU1948,C0243,2024-03-03,1,73787.66,Credit,Wesley Meyer
S00988,CU1235,C0455,2023-08-04,1,80906.65,Installment,Jeanne Robertson
S00989,CU1375,C0098,2022-11-06,2,96505.22,Installment,Michelle Berry
S00990,CU0331,C0409,2024-03-27,1,71273.58,Credit,Joanna Meyer
S00991,CU1378,C0056,2025-05-27,2,47176.45,Credit,Stephen Kelly
S00992,CU0849,C0140,2025-01-28,3,32297.35,Installment,William Lopez
S00993,CU1703,C0305,2025-09-17,3,95963.89,Installment,Rebecca Andrews
S00994,CU0561,C0164,2024-10-01,3,44243.14,Cash,Austin Peterson
S00995,CU1135,C0026,2024-09-27,3,86068.99,Cash,William Russo
S00996,CU0894,C0231,2025-08-05,3,45943.81,Installment,Reginald Mckinney
S00997,CU0190,C0454,2025-06-19,3,23209.19,Credit,Julian George
S00998,CU0154,C0480,2024-04-24,2,93271.17,Credit,Stacy Martin
S00999,CU1368,C0488,2023-02-07,3,68197.27,Credit,Kyle Delgado
S01000,CU0427,C0312,2023-03-20,3,50608.2,Cash,Timothy Montgomery
S01001,CU1521,C0180,2023-02-24,3,85845.05,Cash,Jose Ellis
S01002,CU0904,C0269,2024-10-13,1,59814.34,Installment,Christopher Roberts
S01003,CU0768,C0081,2022-11-11,3,54064.91,Cash,Amy Miller
S01004,CU1782,C0172,2023-06-11,3,40000.95,Credit,Steven Warren
S01005,CU1614,C0206,2025-04-12,1,83264.68,Cash,Brett Hernandez
S01006,CU1532,C0406,2024-03-14,2,18731.75,Credit,Emily Johnson
S01007,CU1520,C0137,2023-02-07,3,53454.34,Credit,Tasha Wilson
S01008,CU1386,C0280,2025-03-28,1,53805.81,Cash,Juan Schroeder
S01009,CU0452,C0216,2023-06-16,2,70416.77,Credit,Brooke Richardson
S01010,CU0862,C0039,2023-12-09,3,47637.71,Installment,Wesley Williams
S01011,CU1680,C0013,2025-03-27,1,74154.04,Credit,Shannon Jones
S01012,CU0726,C0010,2023-08-15,3,25846.6,Cash,Daniel Meyer
S01013,CU1019,C0286,2024-12-18,1,51065.27,Cash,Yolanda Brown
S01014,CU1085,C0003,2024-01-07,2,89575.93,Cash,Jessica Smith
S01015,CU0928,C0489,2023-01-31,1,64322.52,Credit,Zachary Lopez
S01016,CU1855,C0261,2023-01-15,2,77598.78,Installment,Donald Salazar
S01017,CU1191,C0492,2023-10-31,3,37763.91,Cash,Stephen Macdonald
S01018,CU1958,C0426,2023-04-02,3,30537.94,Credit,Manuel Smith
S01019,CU1375,C0278,2025-08-28,3,88129.49,Installment,Marie Richard
S01020,CU1125,C0122,2024-02-06,1,42697.49,Installment,Maria Williams
S01021,CU0755,C0152,2023-05-27,3,38411.77,Installment,Eric Porter
S01022,CU0861,C0141,2025-01-26,1,65954.48,Installment,Eric Nguyen
S01023,CU1954,C0355,2023-09-15,3,86553.63,Credit,Lisa Barnett
S01024,CU1667,C0314,2023-11-24,2,73439.98,Installment,Melvin Spencer
S01025,CU1826,C0182,2023-01-17,3,25604.71,Credit,Michael Gonzalez
S01026,CU1758,C0302,2025-05-31,1,71941.72,Installment,Michael Cline
S01027,CU0541,C0337,2023-06-20,3,84141.22,Cash,Miranda Harper
S01028,CU0956,C0209,2023-11-01,1,49989.55,Credit,Gary Fischer
S01029,CU0828,C0149,2023-11-24,1,23679.3,Installment,David Smith
S01030,CU1578,C0170,2025-02-21,3,83871.92,Installment,Jonathan Bowen
S01031,CU1546,C0218,2024-04-23,3,52881.17,Credit,Juan Williamson MD
S01032,CU1155,C0032,2025-05-18,2,25345.64,Credit,Yolanda Hooper
S01033,CU0320,C0186,2023-04-05,3,61990.23,Credit,Elizabeth Hensley
S01034,CU0163,C0303,2024-03-19,1,23772.9,Credit,Michelle Rivera
S01035,CU0482,C0242,2025-10-27,2,70147.73,Credit,Carlos Jacobs
S01036,CU1979,C0268,2024-12-19,3,33960.33,Cash,Bobby Douglas
S01037,CU0955,C0384,2023-11-24,3,79436.7,Installment,Andrew Walker
S01038,CU1717,C0198,2023-06-09,2,62833.55,Installment,Christopher Kelly
S01039,CU0003,C0196,2024-03-10,1,22607.72,Credit,Dominic Price
S01040,CU0968,C0057,2023-08-20,2,16564.14,Cash,Diane Riggs
S01041,CU0827,C0480,2024-01-28,3,19993.61,Installment,Erik Sanchez
S01042,CU0682,C0429,2023-08-09,3,81224.12,Cash,Andrew Martin
S01043,CU1956,C0068,2024-08-05,3,56935.1,Cash,Chelsea Meyers
S01044,CU1792,C0162,2024-10-23,1,16299.92,Cash,Jeffrey Wells
S01045,CU0041,C0195,2024-01-08,2,51053.47,Installment,Teresa Figueroa
S01046,CU0864,C0376,2024-02-12,3,43361.5,Cash,Donald Olson
S01047,CU1276,C0132,2023-03-20,1,38693.13,Installment,Alyssa Robles
S01048,CU0191,C0188,2023-07-15,3,99971.91,Cash,Katherine Moreno
S01049,CU1454,C0395,2024-09-24,3,33911.85,Installment,Christine Skinner
S01050,CU0784,C0052,2024-02-16,2,85443.28,Credit,Laura Walker
S01051,CU0322,C0153,2024-11-10,2,26460.5,Credit,Colleen Brown DVM
S01052,CU1167,C0405,2025-08-20,3,25874.28,Credit,Roy Foster
S01053,CU0808,C0065,2023-05-02,3,15640.57,Credit,Daniel Miles
S01054,CU1071,C0270,2024-03-16,3,19836.44,Cash,Dwayne Clay
S01055,CU1653,C0327,2024-09-25,3,78780.75,Cash,Antonio Williams
S01056,CU1713,C0339,2025-06-03,1,34489.36,Credit,Tabitha Bailey
S01057,CU0004,C0073,2023-10-16,3,78731.05,Installment,Sandra Brown
S01058,CU1586,C0297,2023-05-03,1,96034.87,Credit,Monica Moore
S01059,CU0933,C0357,2025-05-21,2,33202.8,Credit,Kelly Key
S01060,CU1790,C0472,2025-07-25,3,94076.82,Cash,Dalton Lane
S01061,CU1789,C0024,2023-01-16,3,27583.64,Credit,Jasmine Caldwell
S01062,CU1014,C0033,2023-02-25,3,97950.87,Cash,Matthew Chambers
S01063,CU1525,C0477,2022-12-16,3,61362.73,Credit,Richard Anderson
S01064,CU1103,C0483,2025-05-26,1,70192.09,Cash,Ryan Barnes
S01065,CU1632,C0443,2022-11-25,2,32371.55,Installment,Heather Pena
S01066,CU0691,C0333,2024-11-24,2,73492.77,Installment,Henry Durham
S01067,CU1605,C0355,2025-01-09,3,49608.26,Credit,Dylan Sawyer
S01068,CU1278,C0063,2024-09-06,2,40475.88,Cash,Sabrina Brewer
S01069,CU1590,C0121,2025-09-05,3,89410.03,Credit,Todd Robinson
S01070,CU1362,C0156,2023-12-02,3,19557.32,Credit,Adam Smith
S01071,CU0353,C0071,2025-03-12,1,62280.9,Installment,Raymond Solis
S01072,CU0995,C0283,2023-08-02,1,64119.14,Credit,Nicole Hawkins
S01073,CU0349,C0319,2024-03-10,1,74515.58,Installment,Amber Suarez
S01074,CU0434,C0303,2024-07-09,3,49553.92,Cash,Alan Taylor
S01075,CU0555,C0043,2023-07-04,3,92429.69,Cash,Amanda Johnson
S01076,CU1126,C0018,2024-10-21,1,93814.35,Installment,Bradley Castro
S01077,CU0102,C0010,2025-10-05,1,72208.06,Cash,Mary George
S01078,CU1285,C0274,2022-12-11,3,44215.65,Installment,Tanya Flores
S01079,CU0830,C0411,2025-09-02,1,22038.44,Installment,Eduardo Powell
S01080,CU1955,C0098,2025-08-07,3,74694.52,Credit,Christopher Hebert
S01081,CU0511,C0176,2023-02-06,3,88778.41,Cash,Jennifer Miller
S01082,CU1454,C0043,2023-12-04,3,35947.0,Installment,Robert Davila
S01083,CU0357,C0459,2023-10-30,1,56322.66,Installment,Billy Gilbert
S01084,CU1536,C0344,2024-07-03,1,60474.95,Installment,Catherine Goodwin
S01085,CU1913,C0016,2024-04-22,1,89264.62,Credit,Gabriela Miller
S01086,CU0180,C0464,2025-07-11,2,88947.97,Credit,Jonathan Davis
S01087,CU0154,C0421,2023-11-25,3,46572.86,Installment,Christopher Smith
S01088,CU0001,C0052,2023-12-04,1,41592.07,Installment,Alexander Munoz
S01089,CU1363,C0179,2024-11-27,3,70722.18,Credit,Raymond Whitney
S01090,CU1347,C0339,2024-02-03,3,96435.49,Cash,Chad Jenkins
S01091,CU0887,C0148,2023-01-24,2,81862.34,Cash,Martin Nguyen
S01092,CU1431,C0033,2023-11-22,2,69551.72,Installment,Penny Andrade
S01093,CU0745,C0399,2025-04-01,1,39075.16,Cash,Nathan Ross
S01094,CU0349,C0325,2022-11-15,2,89945.16,Installment,Megan Martin
S01095,CU1691,C0171,2024-10-16,3,79855.28,Cash,Jane Washington
S01096,CU1794,C0464,2023-12-23,1,80123.05,Installment,James Mccoy
S01097,CU0747,C0083,2022-11-22,2,95394.03,Credit,Katie Valencia
S01098,CU1925,C0118,2025-01-05,2,82198.8,Cash,Cynthia Hill
S01099,CU1117,C0021,2025-08-19,1,44745.89,Credit,Leslie Rivera MD
S01100,CU1385,C0037,2025-07-10,2,35284.02,Installment,Cheryl Wheeler
S01101,CU1308,C0060,2024-01-25,3,48301.08,Cash,Michael Howard
S01102,CU0363,C0052,2024-03-01,1,43024.48,Cash,Tyler Bell
S01103,CU0797,C0026,2023-01-07,3,89926.25,Credit,Dylan Valentine
S01104,CU1548,C0055,2025-01-16,1,93245.25,Installment,Daniel Williams
S01105,CU0569,C0416,2023-04-17,2,86392.34,Cash,Shane Blanchard
S01106,CU1025,C0303,2023-10-23,3,30424.8,Installment,Joshua Rogers
S01107,CU1965,C0463,2024-09-04,3,19049.1,Cash,Charles Bowers
S01108,CU0883,C0438,2023-12-22,3,72510.2,Cash,Elizabeth Roberts
S01109,CU0834,C0489,2024-07-30,3,98244.25,Credit,Kelsey Mathis
S01110,CU1984,C0179,2023-09-01,1,29313.72,Credit,Nancy Johnson
S01111,CU1066,C0272,2024-09-21,2,40448.53,Cash,Kayla Hoover
S01112,CU0873,C0396,2023-05-29,1,15467.07,Cash,Robert Gibson
S01113,CU0761,C0207,2024-03-08,3,45961.44,Cash,Nicole Pena
S01114,CU1694,C0150,2024-12-11,3,70535.75,Installment,Casey Thompson
S01115,CU1691,C0178,2023-07-09,2,94589.87,Credit,Jacob Lee
S01116,CU0539,C0012,2025-03-05,2,23804.52,Credit,Sharon Davis MD
S01117,CU1753,C0104,2024-12-13,2,20145.54,Credit,Natalie Herrera
S01118,CU1582,C0232,2024-02-13,3,65169.01,Credit,Kari Yu
S01119,CU1651,C0392,2024-04-15,1,65209.53,Cash,Alexis Wilcox
S01120,CU1258,C0458,2025-07-18,2,33472.04,Installment,Jennifer Morales
S01121,CU0078,C0437,2024-11-10,3,58551.29,Cash,Cindy Bowen
S01122,CU1262,C0052,2024-10-11,3,16129.82,Installment,Autumn Shah
S01123,CU0410,C0485,2024-08-22,3,79254.18,Credit,Adam Norman
S01124,CU1317,C0017,2024-03-28,3,55044.91,Installment,Stacey Rocha
S01125,CU0661,C0148,2025-01-22,3,62045.52,Credit,Jose Peterson
S01126,CU1915,C0461,2025-10-21,3,41563.63,Cash,Brian Thomas
S01127,CU0088,C0400,2024-03-21,1,94123.7,Credit,Willie Fernandez
S01128,CU1701,C0327,2024-03-01,2,78278.94,Cash,Brian Foster
S01129,CU0887,C0366,2024-05-04,2,55563.68,Credit,Kevin Ramirez
S01130,CU1904,C0273,2023-01-26,3,49067.98,Installment,William Jones
S01131,CU1774,C0016,2025-03-05,3,67943.99,Cash,Benjamin Willis
S01132,CU1756,C0396,2023-08-15,1,82701.32,Installment,Jill Herman
S01133,CU0246,C0172,2024-03-30,3,48623.25,Cash,Antonio Hughes
S01134,CU0416,C0187,2025-05-06,2,73136.35,Installment,Susan Alvarado
S01135,CU0728,C0036,2025-01-03,1,83571.13,Credit,Christopher Rodriguez
S01136,CU0914,C0345,2024-10-13,1,31471.11,Cash,Sharon Scott
S01137,CU0597,C0230,2025-05-22,1,69768.68,Credit,Nicholas Hayes
S01138,CU1301,C0373,2024-08-03,1,56279.41,Installment,Leonard Jackson
S01139,CU0400,C0004,2024-10-07,2,45126.99,Cash,Kayla Roach
S01140,CU0913,C0358,2024-12-22,2,15684.49,Installment,Daniel Mullins
S01141,CU1183,C0065,2024-01-30,2,72334.93,Cash,Courtney Murphy
S01142,CU0154,C0036,2024-08-01,2,50679.79,Installment,Julie Garcia
S01143,CU0037,C0082,2023-11-05,3,67993.64,Cash,Angela Cole
S01144,CU0168,C0007,2023-01-08,2,26160.16,Credit,Erica Carter
S01145,CU1218,C0203,2023-05-25,2,62165.19,Installment,Mark Hebert
S01146,CU0616,C0270,2024-09-07,1,74647.05,Credit,Jose Davis
S01147,CU1865,C0275,2023-03-27,2,40547.45,Cash,Sandra Gomez
S01148,CU1536,C0491,2024-08-29,1,33725.72,Cash,Matthew Ford
S01149,CU0553,C0093,2023-10-07,2,77292.32,Cash,Darren Cooper
S01150,CU0364,C0095,2023-04-05,3,72793.54,Cash,Paul Burke
S01151,CU0735,C0068,2023-10-04,1,29096.55,Cash,Eric Reynolds
S01152,CU1073,C0461,2025-10-11,1,47543.42,Installment,Jay Adams
S01153,CU0024,C0439,2022-11-07,3,67693.48,Credit,Michele Lane
S01154,CU0209,C0093,2023-08-31,3,18226.38,Installment,Matthew Burgess
S01155,CU0951,C0133,2025-09-08,1,21493.19,Credit,Jill Harvey
S01156,CU1362,C0211,2025-06-29,3,44336.78,Installment,Sarah Logan
S01157,CU0070,C0277,2023-05-26,2,25702.68,Credit,Christian Nelson
S01158,CU1146,C0101,2024-07-09,1,80936.76,Installment,Jeremy Zuniga
S01159,CU1574,C0216,2025-08-18,1,32294.78,Cash,Justin Cruz
S01160,CU1625,C0459,2025-04-07,2,71630.13,Cash,Melinda Rose
S01161,CU0946,C0207,2024-12-20,3,63525.27,Installment,Timothy Randall
S01162,CU0499,C0302,2025-03-26,3,93132.58,Cash,Robert Chan
S01163,CU0546,C0460,2024-03-01,3,68958.23,Installment,Elizabeth Ramirez
S01164,CU0525,C0044,2025-01-26,3,24979.5,Credit,Todd Young
S01165,CU0359,C0044,2024-10-26,1,81205.81,Cash,Angelica King
S01166,CU0784,C0219,2025-08-30,2,34876.05,Cash,Kimberly Andrews
S01167,CU0719,C0195,2024-05-14,3,52568.65,Cash,Anthony Brown Jr.
S01168,CU0750,C0332,2023-01-15,2,94731.37,Cash,Mr. William Ramirez
S01169,CU1924,C0224,2023-09-28,1,75615.6,Credit,Kyle Coleman
S01170,CU0326,C0137,2023-02-24,3,25526.08,Cash,Lori Ramos
S01171,CU1298,C0290,2023-03-16,3,97859.25,Credit,David Hill
S01172,CU0107,C0163,2025-09-17,1,96997.87,Installment,Amanda Russo
S01173,CU0307,C0422,2023-07-31,1,28135.3,Credit,Christy Reed
S01174,CU0786,C0228,2024-06-10,3,61333.41,Credit,Joshua Rodriguez
S01175,CU1977,C0023,2023-01-05,2,26939.39,Cash,Steven Thompson
S01176,CU1638,C0169,2023-05-19,1,76604.24,Credit,Sharon Juarez
S01177,CU0241,C0322,2024-08-13,2,49224.67,Cash,Amy Gordon
S01178,CU1748,C0461,2023-04-13,2,87885.71,Installment,Kelsey Le
S01179,CU0175,C0304,2023-03-16,3,19991.56,Cash,Dustin Watson
S01180,CU1958,C0129,2023-11-05,3,71350.4,Credit,Matthew Smith
S01181,CU1637,C0401,2025-03-29,1,76621.93,Installment,Virginia Martinez
S01182,CU0792,C0478,2025-07-12,2,89878.92,Installment,Audrey Underwood
S01183,CU0818,C0120,2024-06-04,3,91316.13,Installment,Melvin Payne
S01184,CU1797,C0051,2023-07-14,2,82304.51,Cash,Faith Castillo
S01185,CU1445,C0124,2023-06-27,1,16711.18,Installment,Crystal Rose
S01186,CU1736,C0477,2024-10-10,1,85912.57,Installment,Danielle White
S01187,CU1339,C0448,2023-12-12,2,94679.64,Credit,Ann Burns
S01188,CU0284,C0157,2025-07-16,2,78799.91,Cash,Kelsey Archer
S01189,CU0904,C0385,2023-11-09,2,85588.95,Installment,Nathan Sullivan
S01190,CU1617,C0323,2022-12-24,3,73247.17,Installment,Tara Green
S01191,CU0944,C0202,2023-08-23,1,41911.52,Credit,Jessica Hart
S01192,CU1604,C0138,2023-05-24,2,78437.29,Cash,Dr. Nicole Harrington MD
S01193,CU1805,C0230,2022-11-01,1,36807.62,Credit,Jessica George
S01194,CU0190,C0146,2025-06-27,2,76299.01,Installment,Amanda Lopez
S01195,CU1242,C0155,2025-10-03,3,28758.22,Credit,William Smith
S01196,CU1425,C0339,2024-11-08,2,64484.37,Cash,Laura Evans
S01197,CU1062,C0104,2023-05-31,2,33780.69,Installment,Curtis Parker
S01198,CU0821,C0001,2025-06-23,3,66694.53,Cash,Jeremy Rodriguez
S01199,CU0138,C0387,2025-10-27,2,20997.96,Cash,Adrian Gonzalez
S01200,CU1704,C0054,2023-06-21,1,84517.38,Cash,Laura Rhodes
S01201,CU0349,C0491,2024-06-04,2,20324.22,Credit,Kathryn Fisher
S01202,CU1740,C0309,2023-05-14,1,53151.56,Installment,James Myers
S01203,CU1058,C0301,2023-12-31,2,22481.55,Installment,Jessica Fowler
S01204,CU1814,C0377,2023-03-04,3,62970.25,Credit,Amanda Carpenter MD
S01205,CU1792,C0316,2023-06-28,2,79132.89,Credit,Katherine Decker
S01206,CU1199,C0073,2023-01-31,1,56207.98,Cash,Jordan Hood
S01207,CU1026,C0287,2023-11-01,2,41679.89,Credit,John Dunn
S01208,CU0111,C0080,2025-03-13,3,41125.05,Installment,Kevin Black
S01209,CU1777,C0455,2025-02-15,3,53597.05,Installment,Michelle Harper
S01210,CU0709,C0193,2022-12-06,2,83978.65,Credit,Paul Best
S01211,CU0035,C0349,2023-12-21,3,22590.68,Credit,Mrs. Rebekah Jackson
S01212,CU0222,C0203,2024-09-05,3,59297.67,Installment,Laura Walter
S01213,CU1545,C0044,2022-11-15,3,47186.96,Credit,Ryan Glass
S01214,CU0774,C0362,2024-09-13,2,63962.12,Cash,Madison Cook
S01215,CU0011,C0443,2023-10-27,3,82628.2,Credit,Hannah Douglas
S01216,CU0634,C0348,2022-10-31,2,31746.92,Cash,Joseph Pratt
S01217,CU0079,C0410,2023-08-10,2,95055.03,Cash,Christina Baker
S01218,CU1523,C0459,2024-10-17,1,61859.53,Cash,Amber Black
S01219,CU1152,C0477,2025-05-22,2,24172.08,Installment,Elizabeth Hall
S01220,CU0478,C0407,2022-12-30,2,22168.72,Installment,Colleen Gill
S01221,CU0052,C0413,2025-05-03,2,36578.65,Credit,Kimberly Rodriguez
S01222,CU0135,C0355,2024-06-05,3,47936.78,Installment,Marcus Hall
S01223,CU0073,C0397,2024-01-04,1,28762.04,Installment,Alexis Valdez DDS
S01224,CU1217,C0340,2025-06-16,1,72530.28,Cash,Bailey Johnson
S01225,CU1242,C0226,2023-02-07,2,23539.81,Credit,Lisa Santana
S01226,CU0885,C0268,2024-01-22,2,40111.79,Installment,Donald Vasquez
S01227,CU1668,C0351,2023-11-13,1,38506.97,Installment,Mark Gross
S01228,CU0483,C0250,2023-03-03,2,19424.71,Cash,Daniel Casey
S01229,CU1561,C0356,2024-04-27,2,16180.16,Cash,Brenda Perry
S01230,CU1492,C0051,2023-09-28,3,51831.16,Credit,Henry Vargas
S01231,CU1514,C0419,2025-06-11,1,96860.45,Installment,Kim Johnson
S01232,CU1568,C0019,2023-08-16,3,15833.1,Installment,Martha Owen
S01233,CU0460,C0151,2023-09-13,1,33980.34,Credit,Warren Jackson
S01234,CU0818,C0443,2025-01-27,2,92807.93,Installment,Rebecca Perez
S01235,CU1582,C0228,2024-12-14,1,35043.59,Installment,Matthew Farmer Jr.
S01236,CU0296,C0382,2023-04-11,3,74560.85,Cash,Richard Gibson PhD
S01237,CU1736,C0204,2025-03-25,2,31036.95,Installment,Johnathan Ward
S01238,CU1490,C0235,2024-07-30,3,92225.88,Credit,Timothy Nash
S01239,CU0406,C0471,2022-11-07,1,30253.23,Cash,Kelsey Martinez
S01240,CU1832,C0143,2023-07-24,3,87853.69,Credit,Kristen Jackson
S01241,CU1220,C0137,2024-02-08,3,98740.32,Installment,Andrew Horton
S01242,CU1435,C0155,2022-11-15,2,89783.76,Cash,Thomas Hansen
S01243,CU1057,C0360,2024-05-04,3,30751.49,Credit,Eric Mason
S01244,CU0296,C0459,2024-08-08,1,98507.07,Cash,Cynthia Baker
S01245,CU0511,C0385,2025-06-11,3,66767.77,Cash,Ronald Sutton
S01246,CU0453,C0383,2023-06-11,1,94376.91,Credit,Nancy Thompson
S01247,CU0278,C0085,2023-02-27,3,61045.54,Installment,Katherine Jackson
S01248,CU0087,C0389,2024-08-11,2,15716.74,Installment,Paul Garcia
S01249,CU0873,C0308,2024-08-13,2,52290.62,Cash,Krista Cruz
S01250,CU1791,C0032,2023-09-06,3,91424.41,Credit,Erik Pierce
S01251,CU1912,C0057,2025-08-24,2,48630.96,Credit,Kevin Flynn
S01252,CU1577,C0383,2024-10-04,1,86528.03,Cash,Christopher Brown
S01253,CU1222,C0261,2025-07-27,3,20305.11,Cash,Xavier Griffin
S01254,CU0286,C0468,2024-06-10,3,92381.96,Credit,Michael Wagner
S01255,CU0821,C0371,2025-01-29,2,18860.89,Credit,Andrew Jones
S01256,CU0221,C0172,2025-04-28,2,56909.72,Credit,Samantha Peters
S01257,CU0451,C0315,2025-06-25,3,21464.13,Installment,Christopher Lang
S01258,CU0344,C0296,2024-08-25,3,50183.06,Cash,Melissa Rodgers
S01259,CU0002,C0362,2023-12-25,3,97399.42,Credit,Robert Thompson
S01260,CU1138,C0357,2024-05-20,2,28625.84,Installment,Sara Kent
S01261,CU1963,C0219,2023-03-20,1,93169.08,Credit,Michele Bailey
S01262,CU0365,C0151,2024-05-18,1,61737.65,Credit,Susan Singh
S01263,CU0479,C0415,2025-03-25,2,87035.97,Cash,Warren Benson
S01264,CU1472,C0472,2024-08-06,3,31110.03,Installment,David Hurley
S01265,CU1968,C0456,2024-03-12,2,15916.66,Cash,Toni Ellis
S01266,CU1036,C0477,2025-01-03,1,99411.79,Credit,Kathryn Cabrera
S01267,CU1792,C0059,2025-07-25,2,38125.27,Cash,Jeffery Lowery
S01268,CU1235,C0341,2022-11-11,1,58275.15,Credit,Joshua Thomas
S01269,CU1779,C0405,2025-01-26,3,34681.51,Installment,Krystal Clark
S01270,CU0999,C0169,2024-08-19,2,71841.15,Installment,William Richards
S01271,CU1648,C0406,2023-05-16,1,28998.82,Credit,Noah Heath
S01272,CU0896,C0148,2022-12-03,1,37896.27,Credit,Kayla White
S01273,CU1903,C0205,2023-06-15,1,15580.06,Installment,Peter Williams
S01274,CU0942,C0268,2022-12-30,3,66501.21,Credit,Christopher Davis
S01275,CU1855,C0161,2023-12-17,3,99394.19,Cash,Jessica Townsend
S01276,CU1201,C0057,2022-11-29,1,96908.7,Cash,Isaac Smith
S01277,CU1849,C0450,2024-05-28,2,66642.97,Credit,Carlos Little
S01278,CU1152,C0117,2024-05-10,2,74557.63,Credit,Krista Lopez
S01279,CU1297,C0336,2024-12-15,3,57031.05,Installment,Erik Jimenez
